"Town","FIPS","Year","Measure Type","Variable","Value"
"South Windsor","0900371390","1998","Rate (per 100,000)","Rape",12.29
"Southbury","0900969640","1998","Rate (per 100,000)","Rape",0
"Southington","0900370550","1998","Rate (per 100,000)","Rape",10.07
"Sprague","0901171670","1998","Rate (per 100,000)","Rape",0
"Stafford","0901372090","1998","Rate (per 100,000)","Rape",17.69
"Stamford","0900173070","1998","Rate (per 100,000)","Rape",27.33
"Sterling","0901573420","1998","Rate (per 100,000)","Rape",0
"Stonington","0901173770","1998","Rate (per 100,000)","Rape",11.17
"Stratford","0900174190","1998","Rate (per 100,000)","Rape",10
"Suffield","0900374540","1998","Rate (per 100,000)","Rape",0
"Thomaston","0900575730","1998","Rate (per 100,000)","Rape",0
"Thompson","0901575870","1998","Rate (per 100,000)","Rape",45.06
"Tolland","0901376290","1998","Rate (per 100,000)","Rape",0
"Torrington","0900576570","1998","Rate (per 100,000)","Rape",2.84
"Trumbull","0900177200","1998","Rate (per 100,000)","Rape",0
"Union","0901377830","1998","Rate (per 100,000)","Rape",0
"Vernon","0901378250","1998","Rate (per 100,000)","Rape",3.56
"Voluntown","0901178600","1998","Rate (per 100,000)","Rape",39.56
"Wallingford","0900978740","1998","Rate (per 100,000)","Rape",4.65
"Warren","0900579510","1998","Rate (per 100,000)","Rape",0
"Washington","0900579720","1998","Rate (per 100,000)","Rape",0
"Waterbury","0900980070","1998","Rate (per 100,000)","Rape",55
"Waterford","0901180280","1998","Rate (per 100,000)","Rape",5.22
"Watertown","0900580490","1998","Rate (per 100,000)","Rape",4.62
"West Hartford","0900382590","1998","Rate (per 100,000)","Rape",6.29
"West Haven","0900982870","1998","Rate (per 100,000)","Rape",13.37
"Westbrook","0900781680","1998","Rate (per 100,000)","Rape",0
"Weston","0900183430","1998","Rate (per 100,000)","Rape",0
"Westport","0900183500","1998","Rate (per 100,000)","Rape",7.77
"Wethersfield","0900384900","1998","Rate (per 100,000)","Rape",0
"Willington","0901385950","1998","Rate (per 100,000)","Rape",0
"Wilton","0900186370","1998","Rate (per 100,000)","Rape",0
"Winchester","0900586440","1998","Rate (per 100,000)","Rape",18.75
"Windham","0901586790","1998","Rate (per 100,000)","Rape",13.13
"Windsor","0900387000","1998","Rate (per 100,000)","Rape",14.17
"Windsor Locks","0900387070","1998","Rate (per 100,000)","Rape",8.3
"Wolcott","0900987560","1998","Rate (per 100,000)","Rape",26.29
"Woodbridge","0900987700","1998","Rate (per 100,000)","Rape",0
"Woodbury","0900587910","1998","Rate (per 100,000)","Rape",0
"Woodstock","0901588190","1998","Rate (per 100,000)","Rape",0
"Andover","0901301080","1999","Rate (per 100,000)","Rape",0
"Ansonia","0900901220","1999","Rate (per 100,000)","Rape",59.29
"Ashford","0901501430","1999","Rate (per 100,000)","Rape",0
"Avon","0900302060","1999","Rate (per 100,000)","Rape",0
"Barkhamsted","0900502760","1999","Rate (per 100,000)","Rape",0
"Beacon Falls","0900903250","1999","Rate (per 100,000)","Rape",0
"Berlin","0900304300","1999","Rate (per 100,000)","Rape",0
"Bethany","0900904580","1999","Rate (per 100,000)","Rape",0
"Bethel","0900104720","1999","Rate (per 100,000)","Rape",0
"Bethlehem","0900504930","1999","Rate (per 100,000)","Rape",29.22
"Bloomfield","0900305910","1999","Rate (per 100,000)","Rape",40.84
"Bolton","0901306260","1999","Rate (per 100,000)","Rape",0
"Bozrah","0901106820","1999","Rate (per 100,000)","Rape",0
"Branford","0900907310","1999","Rate (per 100,000)","Rape",45.32
"Bridgeport","0900108070","1999","Rate (per 100,000)","Rape",47.3
"Bridgewater","0900508210","1999","Rate (per 100,000)","Rape",0
"Bristol","0900308490","1999","Rate (per 100,000)","Rape",36.63
"Brookfield","0900108980","1999","Rate (per 100,000)","Rape",6.38
"Brooklyn","0901509190","1999","Rate (per 100,000)","Rape",41.82
"Burlington","0900310100","1999","Rate (per 100,000)","Rape",0
"Canaan","0900510940","1999","Rate (per 100,000)","Rape",92.51
"Canterbury","0901512130","1999","Rate (per 100,000)","Rape",106.56
"Canton","0900312270","1999","Rate (per 100,000)","Rape",11.31
"Chaplin","0901513810","1999","Rate (per 100,000)","Rape",0
"Cheshire","0900914160","1999","Rate (per 100,000)","Rape",0
"Chester","0900714300","1999","Rate (per 100,000)","Rape",0
"Clinton","0900715350","1999","Rate (per 100,000)","Rape",30.55
"Colchester","0901115910","1999","Rate (per 100,000)","Rape",0
"Colebrook","0900516050","1999","Rate (per 100,000)","Rape",0
"Columbia","0901316400","1999","Rate (per 100,000)","Rape",20.12
"Connecticut","09","1999","Rate (per 100,000)","Rape",19.2
"Cornwall","0900517240","1999","Rate (per 100,000)","Rape",0
"Coventry","0901317800","1999","Rate (per 100,000)","Rape",0
"Cromwell","0900718080","1999","Rate (per 100,000)","Rape",7.77
"Danbury","0900118500","1999","Rate (per 100,000)","Rape",8.02
"Darien","0900118850","1999","Rate (per 100,000)","Rape",0
"Deep River","0900719130","1999","Rate (per 100,000)","Rape",65.08
"Derby","0900919550","1999","Rate (per 100,000)","Rape",16.14
"Durham","0900720810","1999","Rate (per 100,000)","Rape",0
"East Granby","0900322070","1999","Rate (per 100,000)","Rape",21.07
"East Haddam","0900722280","1999","Rate (per 100,000)","Rape",0
"East Hampton","0900722490","1999","Rate (per 100,000)","Rape",7.49
"East Hartford","0900322630","1999","Rate (per 100,000)","Rape",10.09
"East Haven","0900922910","1999","Rate (per 100,000)","Rape",0
"East Lyme","0901123400","1999","Rate (per 100,000)","Rape",5.52
"East Windsor","0900324800","1999","Rate (per 100,000)","Rape",40.74
"Eastford","0901521860","1999","Rate (per 100,000)","Rape",0
"Easton","0900123890","1999","Rate (per 100,000)","Rape",0
"Ellington","0901325360","1999","Rate (per 100,000)","Rape",7.74
"Enfield","0900325990","1999","Rate (per 100,000)","Rape",11.06
"Essex","0900726270","1999","Rate (per 100,000)","Rape",0
"Fairfield","0900126620","1999","Rate (per 100,000)","Rape",10.46
"Farmington","0900327600","1999","Rate (per 100,000)","Rape",8.46
"Franklin","0901129910","1999","Rate (per 100,000)","Rape",0
"Glastonbury","0900331240","1999","Rate (per 100,000)","Rape",3.14
"Goshen","0900532290","1999","Rate (per 100,000)","Rape",0
"Granby","0900332640","1999","Rate (per 100,000)","Rape",9.66
"Greenwich","0900133620","1999","Rate (per 100,000)","Rape",4.91
"Griswold","0901133900","1999","Rate (per 100,000)","Rape",9.25
"Groton","0901134250","1999","Rate (per 100,000)","Rape",97.73
"Guilford","0900934950","1999","Rate (per 100,000)","Rape",37.39
"Haddam","0900735230","1999","Rate (per 100,000)","Rape",0
"Hamden","0900935650","1999","Rate (per 100,000)","Rape",14.06
"Hampton","0901536000","1999","Rate (per 100,000)","Rape",0
"Hartford","0900337070","1999","Rate (per 100,000)","Rape",42.77
"Hartland","0900337140","1999","Rate (per 100,000)","Rape",0
"Harwinton","0900537280","1999","Rate (per 100,000)","Rape",18.93
"Hebron","0901337910","1999","Rate (per 100,000)","Rape",0
"Kent","0900540290","1999","Rate (per 100,000)","Rape",0
"Killingly","0901540500","1999","Rate (per 100,000)","Rape",42.5
"Killingworth","0900740710","1999","Rate (per 100,000)","Rape",0
"Lebanon","0901142390","1999","Rate (per 100,000)","Rape",0
"Ledyard","0901142600","1999","Rate (per 100,000)","Rape",0
"Lisbon","0901143230","1999","Rate (per 100,000)","Rape",24.58
"Litchfield","0900543370","1999","Rate (per 100,000)","Rape",0
"Lyme","0901144210","1999","Rate (per 100,000)","Rape",0
"Madison","0900944560","1999","Rate (per 100,000)","Rape",5.6
"Manchester","0900344700","1999","Rate (per 100,000)","Rape",38.36
"Mansfield","0901344910","1999","Rate (per 100,000)","Rape",9.65
"Marlborough","0900345820","1999","Rate (per 100,000)","Rape",0
"Meriden","0900946520","1999","Rate (per 100,000)","Rape",18.89
"Middlebury","0900946940","1999","Rate (per 100,000)","Rape",0
"Middlefield","0900747080","1999","Rate (per 100,000)","Rape",0
"Middletown","0900747360","1999","Rate (per 100,000)","Rape",6.95
"Milford","0900947535","1999","Rate (per 100,000)","Rape",28.68
"Monroe","0900148620","1999","Rate (per 100,000)","Rape",0
"Montville","0901148900","1999","Rate (per 100,000)","Rape",0
"Morris","0900549460","1999","Rate (per 100,000)","Rape",0
"Naugatuck","0900949950","1999","Rate (per 100,000)","Rape",6.45
"New Britain","0900350440","1999","Rate (per 100,000)","Rape",13.98
"New Canaan","0900150580","1999","Rate (per 100,000)","Rape",20.62
"New Fairfield","0900150860","1999","Rate (per 100,000)","Rape",0
"New Hartford","0900551350","1999","Rate (per 100,000)","Rape",0
"New Haven","0900952070","1999","Rate (per 100,000)","Rape",45.3
"New London","0901152350","1999","Rate (per 100,000)","Rape",50.64
"New Milford","0900552630","1999","Rate (per 100,000)","Rape",22.12
"Newington","0900352140","1999","Rate (per 100,000)","Rape",40.95
"Newtown","0900152980","1999","Rate (per 100,000)","Rape",11.99
"Norfolk","0900553470","1999","Rate (per 100,000)","Rape",0
"North Branford","0900953890","1999","Rate (per 100,000)","Rape",0
"North Canaan","0900554030","1999","Rate (per 100,000)","Rape",0
"North Haven","0900954870","1999","Rate (per 100,000)","Rape",13.02
"North Stonington","0901155500","1999","Rate (per 100,000)","Rape",20.04
"Norwalk","0900156060","1999","Rate (per 100,000)","Rape",15.67
"Norwich","0901156270","1999","Rate (per 100,000)","Rape",19.38
"Old Lyme","0901157040","1999","Rate (per 100,000)","Rape",13.5
"Old Saybrook","0900757320","1999","Rate (per 100,000)","Rape",0
"Orange","0900957600","1999","Rate (per 100,000)","Rape",15.11
"Oxford","0900958300","1999","Rate (per 100,000)","Rape",10.18
"Plainfield","0901559980","1999","Rate (per 100,000)","Rape",0
"Plainville","0900360120","1999","Rate (per 100,000)","Rape",0
"Plymouth","0900560750","1999","Rate (per 100,000)","Rape",8.6
"Pomfret","0901561030","1999","Rate (per 100,000)","Rape",26.33
"Portland","0900761800","1999","Rate (per 100,000)","Rape",0
"Preston","0901162150","1999","Rate (per 100,000)","Rape",0
"Prospect","0900962290","1999","Rate (per 100,000)","Rape",11.49
"Putnam","0901562710","1999","Rate (per 100,000)","Rape",0
"Redding","0900163480","1999","Rate (per 100,000)","Rape",0
"Ridgefield","0900163970","1999","Rate (per 100,000)","Rape",0
"Rocky Hill","0900365370","1999","Rate (per 100,000)","Rape",0
"Roxbury","0900565930","1999","Rate (per 100,000)","Rape",0
"Salem","0901166210","1999","Rate (per 100,000)","Rape",25.92
"Salisbury","0900566420","1999","Rate (per 100,000)","Rape",0
"Scotland","0901567400","1999","Rate (per 100,000)","Rape",0
"Seymour","0900967610","1999","Rate (per 100,000)","Rape",12.94
"Sharon","0900567960","1999","Rate (per 100,000)","Rape",0
"Shelton","0900168170","1999","Rate (per 100,000)","Rape",5.25
"Sherman","0900168310","1999","Rate (per 100,000)","Rape",0
"Simsbury","0900368940","1999","Rate (per 100,000)","Rape",4.3
"Somers","0901369220","1999","Rate (per 100,000)","Rape",9.6
"South Windsor","0900371390","1999","Rate (per 100,000)","Rape",12.29
"Southbury","0900969640","1999","Rate (per 100,000)","Rape",0
"Southington","0900370550","1999","Rate (per 100,000)","Rape",12.59
"Sprague","0901171670","1999","Rate (per 100,000)","Rape",0
"Stafford","0901372090","1999","Rate (per 100,000)","Rape",8.84
"Stamford","0900173070","1999","Rate (per 100,000)","Rape",29.89
"Sterling","0901573420","1999","Rate (per 100,000)","Rape",32.27
"Stonington","0901173770","1999","Rate (per 100,000)","Rape",5.58
"Stratford","0900174190","1999","Rate (per 100,000)","Rape",24.01
"Suffield","0900374540","1999","Rate (per 100,000)","Rape",14.76
"Thomaston","0900575730","1999","Rate (per 100,000)","Rape",0
"Thompson","0901575870","1999","Rate (per 100,000)","Rape",56.32
"Tolland","0901376290","1999","Rate (per 100,000)","Rape",0
"Torrington","0900576570","1999","Rate (per 100,000)","Rape",0
"Trumbull","0900177200","1999","Rate (per 100,000)","Rape",0
"Union","0901377830","1999","Rate (per 100,000)","Rape",0
"Vernon","0901378250","1999","Rate (per 100,000)","Rape",3.56
"Voluntown","0901178600","1999","Rate (per 100,000)","Rape",0
"Wallingford","0900978740","1999","Rate (per 100,000)","Rape",13.95
"Warren","0900579510","1999","Rate (per 100,000)","Rape",0
"Washington","0900579720","1999","Rate (per 100,000)","Rape",0
"Waterbury","0900980070","1999","Rate (per 100,000)","Rape",41.95
"Waterford","0901180280","1999","Rate (per 100,000)","Rape",15.66
"Watertown","0900580490","1999","Rate (per 100,000)","Rape",13.85
"West Hartford","0900382590","1999","Rate (per 100,000)","Rape",9.44
"West Haven","0900982870","1999","Rate (per 100,000)","Rape",3.82
"Westbrook","0900781680","1999","Rate (per 100,000)","Rape",0
"Weston","0900183430","1999","Rate (per 100,000)","Rape",0
"Westport","0900183500","1999","Rate (per 100,000)","Rape",0
"Wethersfield","0900384900","1999","Rate (per 100,000)","Rape",30.45
"Willington","0901385950","1999","Rate (per 100,000)","Rape",16.78
"Wilton","0900186370","1999","Rate (per 100,000)","Rape",0
"Winchester","0900586440","1999","Rate (per 100,000)","Rape",9.38
"Windham","0901586790","1999","Rate (per 100,000)","Rape",8.75
"Windsor","0900387000","1999","Rate (per 100,000)","Rape",10.62
"Windsor Locks","0900387070","1999","Rate (per 100,000)","Rape",16.61
"Wolcott","0900987560","1999","Rate (per 100,000)","Rape",0
"Woodbridge","0900987700","1999","Rate (per 100,000)","Rape",0
"Woodbury","0900587910","1999","Rate (per 100,000)","Rape",0
"Woodstock","0901588190","1999","Rate (per 100,000)","Rape",13.85
"Andover","0901301080","2000","Rate (per 100,000)","Rape",0
"Ansonia","0900901220","2000","Rate (per 100,000)","Rape",37.73
"Ashford","0901501430","2000","Rate (per 100,000)","Rape",0
"Avon","0900302060","2000","Rate (per 100,000)","Rape",0
"Barkhamsted","0900502760","2000","Rate (per 100,000)","Rape",0
"Beacon Falls","0900903250","2000","Rate (per 100,000)","Rape",0
"Berlin","0900304300","2000","Rate (per 100,000)","Rape",0
"Bethany","0900904580","2000","Rate (per 100,000)","Rape",0
"Bethel","0900104720","2000","Rate (per 100,000)","Rape",16.6
"Bethlehem","0900504930","2000","Rate (per 100,000)","Rape",0
"Bloomfield","0900305910","2000","Rate (per 100,000)","Rape",35.74
"Bolton","0901306260","2000","Rate (per 100,000)","Rape",0
"Bozrah","0901106820","2000","Rate (per 100,000)","Rape",0
"Branford","0900907310","2000","Rate (per 100,000)","Rape",66.24
"Bridgeport","0900108070","2000","Rate (per 100,000)","Rape",60.92
"Bridgewater","0900508210","2000","Rate (per 100,000)","Rape",0
"Bristol","0900308490","2000","Rate (per 100,000)","Rape",14.98
"Brookfield","0900108980","2000","Rate (per 100,000)","Rape",0
"Brooklyn","0901509190","2000","Rate (per 100,000)","Rape",41.82
"Burlington","0900310100","2000","Rate (per 100,000)","Rape",0
"Canaan","0900510940","2000","Rate (per 100,000)","Rape",0
"Canterbury","0901512130","2000","Rate (per 100,000)","Rape",42.63
"Canton","0900312270","2000","Rate (per 100,000)","Rape",11.31
"Chaplin","0901513810","2000","Rate (per 100,000)","Rape",0
"Cheshire","0900914160","2000","Rate (per 100,000)","Rape",3.5
"Chester","0900714300","2000","Rate (per 100,000)","Rape",26.72
"Clinton","0900715350","2000","Rate (per 100,000)","Rape",15.27
"Colchester","0901115910","2000","Rate (per 100,000)","Rape",13.74
"Colebrook","0900516050","2000","Rate (per 100,000)","Rape",0
"Columbia","0901316400","2000","Rate (per 100,000)","Rape",0
"Connecticut","09","2000","Rate (per 100,000)","Rape",19.61
"Cornwall","0900517240","2000","Rate (per 100,000)","Rape",0
